id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
598GqlnfPQIYcpiVO2SMge,j-idol,0.0198,0.591,306980,0.908,5.02e-06,1,0.0507,-3.905,1,0.241,134.983,4,0.641
6s3CovT3hQUbuRM69Galqp,j-idol,0.00531,0.552,236826,0.716,0,7,0.0888,-5.986,1,0.0332,120.102,4,0.183
18fJ6s76I1AnsmM5oyLasg,j-idol,0.151,0.609,238480,0.81,0,1,0.106,-7.177,0,0.0485,97.972,4,0.472
0yT1WUbCb7ydvHMATEl3NL,j-idol,0.0219,0.6,218000,0.954,0,11,0.311,-2.224,0,0.0465,137.983,4,0.855
5MLNRMl4Qt3iJ3v1alM8rz,j-idol,0.0183,0.49,179547,0.954,6.39e-06,10,0.453,-4.362,1,0.0718,94.981,4,0.7
0X1tybJn42ssk3paLUjaaT,j-idol,0.000756,0.621,296439,0.983,9.74e-05,0,0.0715,-4.471,1,0.066,115.031,4,0.739
3Beq2GHuocpabHoH7451AO,j-idol,0.25,0.462,298627,0.643,5.33e-05,1,0.0532,-4.783,1,0.0246,161.972,4,0.337
3HkVBhCDUJy9stXjnokVNL,j-idol,0.0115,0.532,303505,0.981,0,1,0.387,-3.727,1,0.114,154.986,4,0.487
16JzoSmxNjehZooenbPWzX,j-idol,0.118,0.507,202413,0.76,0.137,0,0.435,-6.398,1,0.0352,84.925,4,0.354
1f7llyjPELlIszTM7CwyeM,j-idol,0.139,0.456,197775,0.974,2.2e-05,2,0.116,-3.601,0,0.198,165.074,4,0.385
4u1lVJcSyiyfNVuwh3hDVN,j-idol,0.0409,0.744,208249,0.966,0,1,0.0466,-2.75,0,0.104,129.95,4,0.59
4qujmQiqsjrVoAKJQdeHGy,j-idol,0.0275,0.523,227013,0.784,4.9e-05,8,0.265,-5.424,1,0.0287,100.018,4,0.782
3QMM0U9f5LBlq2CzHntFiS,j-idol,0.0444,0.716,219467,0.914,0,8,0.0682,-4.202,1,0.0287,121.949,4,0.799
2dgVg8jN9zduH63f4O8OQC,j-idol,0.0345,0.514,209876,0.968,0.000907,10,0.233,-2.856,1,0.313,79.964,4,0.54
0HNhsJmZByYJR9GnjWFP9A,j-idol,0.009,0.599,235413,0.892,0.00111,7,0.299,-3.934,1,0.0343,139.969,4,0.753
4X5FQYD7vY2Y4LWXqeoxaq,j-idol,0.00368,0.657,166707,0.593,0.299,0,0.225,-5.884,1,0.0458,105.991,4,0.684
3zFskoFK4BqXYB8i62K37x,j-idol,0.0451,0.602,280435,0.97,0.404,1,0.322,-3.3,0,0.0478,138.061,4,0.845
1JEq38OrEFUWqED68NAIx5,j-idol,0.321,0.655,217987,0.682,3.23e-06,7,0.115,-6.568,1,0.027,132.966,4,0.827
4gd0VLEHJrGRkyYrVfk7uO,j-idol,0.382,0.729,141720,0.753,0,2,0.348,-5.822,1,0.0506,136.709,4,0.705
0e8JRPHkrZOvdrtGIqf784,j-idol,0.369,0.667,217500,0.499,0,9,0.346,-10.382,1,0.0279,95.979,4,0.623
42UxzdF16OHgrMqwtvAczC,j-idol,0.0952,0.635,299173,0.733,0.000325,11,0.228,-8.251,0,0.0453,83.635,4,0.585
4QTqzaot78lDo2gkauEgq5,j-pop,5.37e-05,0.588,194827,0.864,2.76e-05,11,0.047,-3.492,0,0.034,132.042,4,0.767
46s7cRKVMzew0rqaPgsZNV,j-pop,0.0989,0.694,226083,0.697,2.12e-06,11,0.297,-3.816,0,0.0953,100.001,4,0.647
6pBAK7FrE0JdnQqzhOy5Gb,j-pop,0.367,0.701,212080,0.473,2.27e-05,0,0.439,-9.475,1,0.0249,102.439,4,0.553
6Rb032212LB8L7FV8R5UAz,j-pop,0.0269,0.605,223064,0.825,0,10,0.855,-4.699,1,0.0948,124.05,4,0.567
2yq3M3snnyltENYlYw8c8B,j-pop,0.0469,0.634,242827,0.988,0.000684,4,0.495,-0.201,1,0.043,128.022,4,0.908
5ZFlCy3IcHpysy9NZ1OC9p,j-pop,0.324,0.565,266400,0.607,0,9,0.38,-3.201,0,0.0431,161.827,4,0.289
0QLhiOulzYc2L2OHHzGAT5,j-pop,0.00203,0.465,240641,0.813,0.00254,1,0.301,-5.977,1,0.132,143.985,4,0.37
1EuEdQyvpJKjx4ZMludjFH,j-pop,0.161,0.67,193641,0.743,3.46e-05,5,0.37,-6.114,0,0.0456,103.219,4,0.819
3HArSuGB2EtQwxM8bDMusE,j-pop,0.000876,0.71,273048,0.838,0.00051,11,0.569,-7.381,0,0.0417,131.055,4,0.77
108TVoqBS9ssaN6wthGIJq,j-pop,0.337,0.658,284013,0.909,0,5,0.0811,-6.345,1,0.0796,95.961,4,0.502
6s3CovT3hQUbuRM69Galqp,j-pop,0.00531,0.552,236826,0.716,0,7,0.0888,-5.986,1,0.0332,120.102,4,0.183
18fJ6s76I1AnsmM5oyLasg,j-pop,0.151,0.609,238480,0.81,0,1,0.106,-7.177,0,0.0485,97.972,4,0.472
0bBxqPXoaH4gSwqtUKFnFQ,j-pop,0.349,0.594,292293,0.399,0.107,6,0.575,-10.192,1,0.0243,155.954,4,0.461
5MLNRMl4Qt3iJ3v1alM8rz,j-pop,0.0183,0.49,179547,0.954,6.39e-06,10,0.453,-4.362,1,0.0718,94.981,4,0.7
6Fxb5Ow0bZHmLAMG8FjdY6,j-pop,0.12,0.721,225720,0.879,0,2,0.144,-4.499,1,0.0815,136.016,4,0.932
3TNQ5CCTk1zJ0A8S4sy1Dj,j-pop,0.00412,0.426,219040,0.966,0,1,0.344,-5.042,1,0.081,178.069,4,0.615
2oodpPejkrirkqQLINZZ9b,j-pop,0.000341,0.584,501333,0.924,0.0249,5,0.308,-5.121,0,0.0481,133.979,4,0.637
48ICQaOMgbbVRtCFmTIH4F,j-pop,0.639,0.571,354750,0.44,2.06e-05,0,0.0898,-6.679,1,0.0237,80.01,4,0.286
0e8JRPHkrZOvdrtGIqf784,j-pop,0.369,0.667,217500,0.499,0,9,0.346,-10.382,1,0.0279,95.979,4,0.623
42UxzdF16OHgrMqwtvAczC,j-pop,0.0952,0.635,299173,0.733,0.000325,11,0.228,-8.251,0,0.0453,83.635,4,0.585
2nzoSWvyCNbO6b0GIAeLc2,j-pop,0.295,0.575,279120,0.829,0.000294,2,0.308,-4.9,1,0.0313,87.427,4,0.492
4OmJvgrCR0okGsSuKCWV8E,j-pop,0.0846,0.559,257827,0.636,0,4,0.106,-5.91,1,0.0262,149.94,4,0.635
6Rb032212LB8L7FV8R5UAz,j-rock,0.0269,0.605,223064,0.825,0,10,0.855,-4.699,1,0.0948,124.05,4,0.567
4Ljv20Qfsp3Ul6BBml37Xb,j-rock,0.00455,0.327,261773,0.767,1.61e-05,3,0.0974,-4.689,1,0.032,182.133,4,0.207
3lMyz4BUiYNziYYk0PI2s6,j-rock,0.000111,0.465,249227,0.957,3.16e-06,2,0.14,-2.363,1,0.0791,141.038,4,0.433
4UEn6hwwlteqnUe3z1ePG9,j-rock,0.345,0.556,250986,0.687,0,9,0.12,-6.552,0,0.0512,92.061,4,0.498
6gvakx1ggYs5eDCzM6ZpQt,j-rock,0.00145,0.355,212480,0.734,0.0011,3,0.116,-4.031,0,0.0385,199.981,4,0.651
3S8Zs7Gqjzr3dzHDFuCRdN,j-rock,0.000258,0.394,219493,0.945,0.000621,0,0.143,-2.324,1,0.12,183.061,4,0.627
0QLhiOulzYc2L2OHHzGAT5,j-rock,0.00203,0.465,240641,0.813,0.00254,1,0.301,-5.977,1,0.132,143.985,4,0.37
22ZahtlMUeNVKjfF5kg4Ea,j-rock,0.0107,0.585,286533,0.708,0.00264,7,0.08,-5.976,1,0.0294,115.972,4,0.902
169sr4vj3xTIAJqHeBoep2,j-rock,4.94e-05,0.219,342733,0.727,0,4,0.0834,-4.198,0,0.0382,106.864,3,0.442
6vVGDTuY2rRUN9yvw7Z5QN,j-rock,0.00347,0.477,120200,0.992,0,2,0.331,-4.467,1,0.104,102.01,4,0.457
1NLiXNyzLmFlHa2tZUx2yY,j-rock,1.87e-05,0.34,295600,0.83,0.317,2,0.344,-4.574,1,0.0411,136.6,3,0.188
0TEKamW4gfoRbwgbP5HLkp,j-rock,1.06e-05,0.386,169133,0.908,0.515,9,0.313,-5.606,1,0.0617,154.289,4,0.858
4MX0hKAyaLrrdtDEjjUKZL,j-rock,0.000114,0.258,226560,0.771,0.000183,1,0.0577,-4.671,1,0.0404,175.834,3,0.328
3aJN1OWpK9fBIPRVQSfkS9,j-rock,0.00277,0.56,224640,0.946,0.00108,7,0.172,-3.59,0,0.123,129.992,4,0.433
3Lq0C8ZWSRiGVrwQeeUrDQ,j-rock,0.000344,0.644,141293,0.751,0.00874,9,0.0949,-7.416,1,0.114,96.11,4,0.471
0LDkcdK0b2OyWqU5rPLUdu,j-rock,0.0552,0.675,245333,0.782,0,1,0.0425,-6.34,0,0.0422,125.951,4,0.809
6E1GdALItGGV64AqPmxJV6,j-rock,1.99e-05,0.405,276493,0.955,0.0996,4,0.105,-2.318,1,0.0504,91.518,4,0.388
6LmOE62APtbl0gxaQ3EVkz,j-rock,0.0945,0.582,308640,0.738,0.000351,10,0.454,-6.142,1,0.0288,143.99,4,0.794
79K0rk2EdYB66F90pwwTk2,j-rock,0.228,0.306,406867,0.788,0.0138,3,0.0833,-5.358,1,0.0426,87.937,4,0.357
6kEA5FNQ0XiX69oahOdwvg,j-rock,0.000382,0.373,225093,0.802,1.73e-06,6,0.291,-2.758,0,0.0724,124.828,4,0.634
1XFWI6ctasn1luQryWZWQJ,j-rock,0.00136,0.511,155000,0.885,0.686,2,0.328,-5.134,1,0.0411,125.067,5,0.795
45RYyNedr6JhVNkqRw2NcF,j-rock,0.0309,0.322,240707,0.788,0.0224,0,0.268,-9.256,1,0.048,151.158,4,0.743
1ByU4A0ALk5JXuyF5FypcG,j-rock,0.0546,0.607,296379,0.708,0,0,0.234,-4.767,1,0.0323,116.02,4,0.644
5ueYNQ60gNNPVQuyAoER54,j-rock,0.000578,0.323,272360,0.753,0.0862,9,0.172,-5.709,1,0.0437,151.179,4,0.286
2vINuci1qLCqF3lXZ4KRC6,j-rock,0.0101,0.473,254947,0.937,0.143,7,0.305,-5.98,0,0.0424,138.014,4,0.535
6JP4Hui5qVfbAefXiUX8ya,j-rock,7.1e-05,0.233,239653,0.906,0.279,1,0.137,-4.865,1,0.0951,194.845,1,0.583
3BGFHaGLxMtkARByFYdEB8,j-rock,0.00011,0.244,280800,0.942,0.0601,6,0.265,-5.071,1,0.189,142.773,3,0.282
2vBcu7hpZ2LlOKrHQFsN3L,j-rock,0.00132,0.536,173467,0.898,0.00196,9,0.242,-2.6,0,0.1,122.87,4,0.411
2nksItiIx5u3PMsVhxMz2k,j-rock,0.00169,0.32,179533,0.981,5.8e-05,11,0.109,-4.572,1,0.163,183.952,4,0.674
6Bt7hn5ArXd39RXSohDMan,j-rock,0.00314,0.531,230013,0.934,0.163,1,0.154,-1.363,1,0.0678,139.936,4,0.633
2jB4YuBvApyBlkkKvStddl,j-rock,0.000415,0.385,162360,0.961,0.0844,9,0.0689,-2.598,0,0.0847,119.612,4,0.339
3itYrQU93VahJgB1KQM4az,j-rock,0.128,0.582,294960,0.704,0.122,0,0.11,-8.483,0,0.0299,109.972,4,0.291
4JOWYDZkiVGvMUPNEuUlvL,j-rock,0.0112,0.486,272587,0.952,0,1,0.346,-4.948,1,0.0869,150.025,4,0.565
3eVeUwRAOLIYtwJNy0Mw1E,j-rock,0.000374,0.556,293000,0.677,0.011,9,0.106,-8.887,0,0.0293,119.996,4,0.726
1oP9bhwpIszo78ZyATKJOu,j-rock,0.00395,0.22,262387,0.842,1.47e-06,8,0.0731,-3.327,0,0.061,137.841,4,0.371
3bUjPJjERTp8cw68WQ7BCa,j-rock,0.000715,0.447,240027,0.93,0.0499,4,0.373,-3.755,0,0.206,158.031,4,0.513
3AXPhGVzPxmPysoSPMTGa8,j-rock,0.0154,0.338,316480,0.772,6.72e-05,1,0.0919,-3.188,1,0.0437,139.961,4,0.482
0fHMa0xKNQ46tT30GnwWn1,j-rock,0.104,0.555,260807,0.556,0,10,0.289,-8.347,0,0.0245,89.009,4,0.432
5G8ewWTYEZQa7s41CiWFmd,j-rock,0.0182,0.395,389227,0.91,0.05,2,0.326,-5.405,1,0.049,135.084,4,0.678
0l3Ie30IJIYDQa227Sss3Z,j-rock,0.113,0.368,276694,0.947,0,2,0.155,-3.714,1,0.102,130.018,4,0.133
4OmJvgrCR0okGsSuKCWV8E,j-rock,0.0846,0.559,257827,0.636,0,4,0.106,-5.91,1,0.0262,149.94,4,0.635
55GovtDfcoF4YyitVEcbg5,jazz,0.852,0.534,309640,0.128,0.163,8,0.171,-16.076,1,0.0412,89.782,4,0.343
5wRlH3diPDfn9jv91hxkUy,jazz,0.93,0.336,314493,0.328,0.732,7,0.111,-15.005,0,0.0386,184.007,3,0.198
0if3BsHfQjbFcUCpmhQb3S,jazz,0.71,0.45,336107,0.302,0.00695,0,0.0905,-8.153,0,0.0323,79.169,3,0.189
5F3dxfzisyTPDnF15wGBDJ,jazz,0.699,0.424,389360,0.345,0.867,8,0.0919,-19.215,1,0.0464,143.936,4,0.661
3IUX5LP1PJrneT8YRmZ3zY,jazz,0.754,0.616,438133,0.395,0.00223,0,0.0789,-16.249,0,0.0307,117.997,4,0.599
4lsoraogx0H5pMYMQe9FyO,jazz,0.845,0.515,313560,0.519,0.696,7,0.102,-9.631,1,0.0391,128.346,4,0.343
4PN5gbJNYWx9yQ6hJepPbG,jazz,0.991,0.644,252267,0.157,0.92,7,0.101,-16.323,0,0.0407,82.251,4,0.456
1P4XzKG2bldGbhg6EO1N23,jazz,0.239,0.515,258392,0.489,0.901,4,0.0683,-10.021,0,0.0323,106.96,4,0.678
2N7LJO1uufnSeXIwxooTzg,jazz,0.727,0.64,377040,0.417,0.00198,8,0.199,-8.852,1,0.0558,122.918,4,0.687
05LNBtMuc26HSAHh7C6iG8,jazz,0.633,0.563,407600,0.512,0.476,0,0.0804,-9.706,1,0.0458,110.615,4,0.715
54wk2MJkrGecJuv5ES6O5H,jazz,0.585,0.551,460760,0.482,0.928,7,0.109,-13.579,1,0.0305,135.943,4,0.405
5CcAkJMkqpx7vwyYq1CQQd,jazz,0.785,0.533,412613,0.429,0.799,5,0.0982,-10.413,0,0.0323,91.473,4,0.538
4okz1TH0GeLw3J51pNRDGd,jazz,0.439,0.581,369533,0.683,0.00734,2,0.0647,-9.847,0,0.039,97.839,4,0.613
09EojGI87VfO3BIpAesVfD,jazz,0.917,0.5,277973,0.163,0.00245,10,0.0827,-15.586,1,0.0317,98.091,4,0.204
57ywe4WFOXccLyR9QaA53c,jazz,0.543,0.561,329267,0.661,0.575,9,0.0608,-9.631,1,0.0685,89.283,4,0.626
463afaa6XxXcOMhDqrtsaP,jazz,0.836,0.392,331000,0.222,0.765,3,0.12,-15.829,1,0.0336,130.719,4,0.101
6KZKVgK5NmJtJ8hysKmGya,jazz,0.5,0.514,458667,0.489,0.348,10,0.119,-10.393,0,0.0306,81.382,4,0.581
4QC4XLTPHiSdexDsKO5Vi7,jazz,0.811,0.54,381893,0.191,0.519,1,0.112,-17.267,1,0.0387,81.58,4,0.131
1oOFWheoKJtIB3cSNRZUrh,jazz,0.904,0.667,374280,0.425,0.616,0,0.0814,-13.483,1,0.0468,74.994,4,0.424
1Uha8XwIjNMxVMLNjK78Sx,jazz,0.273,0.426,480040,0.573,0.789,9,0.125,-15.001,0,0.0401,137.943,4,0.444
4he1BZuN1pDPDjPqyuNOoS,jazz,0.563,0.509,183501,0.278,3.23e-06,10,0.114,-17.176,1,0.0425,114.309,4,0.245
5MCrUskfehOHfwTzQ7rNCj,jazz,0.987,0.447,172533,0.0675,0.956,5,0.0958,-17.812,1,0.0427,85.232,4,0.56
4hxb9XTSh9ryFHSbguk1zF,jazz,0.655,0.554,260267,0.717,0.822,6,0.365,-13.548,1,0.0498,144.104,4,0.36
6i1NnX8yAgYkU9utZkNAjo,jazz,0.994,0.408,393160,0.226,0.525,0,0.656,-16.112,0,0.22,88.737,4,0.322
4bdI8YChqR9imn6F6hv5OE,jazz,0.266,0.638,399000,0.485,0.121,6,0.0838,-11.945,0,0.0306,100.968,4,0.573
0zNgEQl6u47aoqgGMLCzSZ,jazz,0.903,0.636,201840,0.209,0.000996,3,0.317,-17.449,1,0.083,82.332,4,0.727
1LFBl0mdjHk1hojAHhPSWF,jazz,0.715,0.625,284133,0.311,0.0245,0,0.14,-15.77,1,0.0312,132.329,4,0.674
4OqhhLjkgFadDDp1i9tQhC,jazz,0.589,0.49,301769,0.23,0.000624,9,0.127,-14.203,0,0.0318,80.335,4,0.27
2upJ7QjdlV4UYhNbCOrXMf,jazz,0.591,0.602,169000,0.362,0.65,5,0.115,-14.117,1,0.0307,100.784,4,0.932
0JHuooCUgjfpuPwLqwMwPk,jazz,0.628,0.593,291867,0.452,0.844,9,0.101,-14.497,1,0.0477,111.426,4,0.418
5YaEzMErUkFhkvYRLqFj7c,jazz,0.89,0.444,482133,0.237,0.393,2,0.0996,-15.47,1,0.033,109.064,3,0.242
34D7Ni9Gku6PSI7FOUjYMM,jazz,0.784,0.514,366160,0.732,0.829,6,0.177,-10.984,1,0.0999,131.692,4,0.557
1zESqFy8geriOtb5nb4Y51,jazz,0.85,0.448,462800,0.19,0.892,5,0.11,-16.928,0,0.0338,124.459,4,0.159
58ASoYIuZreE4Je0PMJcIA,jazz,0.795,0.462,473827,0.324,0.562,2,0.767,-15.271,1,0.0739,80.359,4,0.214
0j9pgdrISPmN3qWhWUqp4H,jazz,0.979,0.468,270400,0.0785,0.826,7,0.126,-19.949,0,0.0359,124.085,4,0.125
1xXDUSVtNEncifDbQPL3NS,jazz,0.977,0.489,401760,0.318,0.918,1,0.679,-11.126,1,0.0436,100.55,4,0.383
4lxG2ka4qsFHupB2tpQJrI,jazz,0.773,0.658,198467,0.341,0.123,5,0.0986,-8.9,0,0.0512,150.24,4,0.715
4NFbEm10itw6NyVwGeLSYv,jazz,0.713,0.426,226267,0.506,0.751,5,0.11,-12.302,0,0.0349,137.533,4,0.775
3rtCErcwp0iPjvBNgSvhjy,jazz,0.368,0.497,260827,0.605,0.0122,2,0.0378,-9.505,0,0.0425,88.237,4,0.603
4J14N7hO5CJSCxq4Y9rivI,jazz,0.904,0.382,403000,0.32,0.743,5,0.132,-15.229,1,0.0359,108.246,4,0.476
5A60J7ZFxjLP1lxlYwp6UF,jazz,0.303,0.359,511000,0.289,0.556,8,0.154,-23.011,1,0.0367,141.626,4,0.48
6HEQ417PGPADrrHedYtR87,jazz,0.84,0.363,468587,0.469,0.78,9,0.837,-15.479,1,0.125,94.323,4,0.586
291dJbDaL1N76PhHVTTB2h,jazz,0.568,0.639,184000,0.569,0.000165,7,0.0816,-9.297,1,0.0301,122.773,4,0.588
5SbchqNFRN95nzX2BhzkDA,jazz,0.501,0.631,174267,0.294,1.16e-05,9,0.144,-15.497,0,0.124,120.99,4,0.864
0XzDpusBxaq2rbE0ki4rBt,jazz,0.513,0.641,365627,0.324,0.261,9,0.116,-16.315,0,0.0381,109.243,4,0.46
4FpUwaze5BnxDcLtSHIt1F,jazz,0.722,0.443,444600,0.715,0.162,11,0.167,-10.943,1,0.0524,116.042,1,0.383
45GzdkWWCAIU0W4zv2wQYQ,jazz,0.489,0.464,296427,0.559,0.00143,9,0.548,-11.0,0,0.156,149.84,4,0.586
48oFR1DB0ui8ar1reuDbnh,jazz,0.802,0.642,199274,0.108,0.131,10,0.109,-18.972,1,0.0433,106.264,4,0.301
2LN7SROL2WIjQuASsI3lrg,jazz,0.765,0.726,482427,0.389,0.0029,5,0.107,-16.449,1,0.139,119.35,4,0.79
2tdyBG1kDzgv6IkfDl4F5d,jazz,0.988,0.572,168866,0.0889,0.532,8,0.0996,-16.96,1,0.0473,126.675,4,0.468
4jdiqVbH1eUwc4MzDV7GMu,k-pop,0.284,0.692,211013,0.886,0,1,0.341,-2.519,1,0.0519,100.03,4,0.869
68daw5D7jgDf55BJmaiQIf,k-pop,0.0483,0.762,199643,0.939,0,11,0.0719,-2.688,0,0.054,117.986,4,0.435
5FLuHcyUiAlq2wCoqVuqUa,k-pop,0.04,0.728,190821,0.801,0,6,0.0415,-4.428,0,0.0439,123.953,4,0.655
4VOySTQM7rAgem85lhM9rZ,k-pop,0.271,0.66,234587,0.866,0,7,0.386,-3.786,1,0.071,128.04,4,0.439
4jQDaI7FRGaDB0llURpnNf,k-pop,0.0453,0.648,179053,0.897,0,8,0.114,-2.057,1,0.193,162.014,4,0.863
2SQrg7WIPRKMKrlILjGdQH,k-pop,0.0636,0.563,225494,0.931,0,5,0.0952,-2.436,0,0.052,128.019,4,0.301
1H82qDirYZSOEcxSiMIUNu,k-pop,0.0346,0.65,194713,0.877,0,2,0.334,-1.918,0,0.0398,107.878,4,0.9
1Da54tXPAF4CjpLhtfMGiT,k-pop,0.371,0.695,218619,0.882,9.03e-06,2,0.236,-3.301,0,0.0375,117.926,4,0.705
1VHsTRfVsYpiye26jdRf9H,k-pop,0.00535,0.715,209440,0.945,0,0,0.186,-3.639,0,0.0359,122.026,4,0.803
4e9K1aweNsSVjeuDHKaGOT,k-pop,0.509,0.774,197672,0.819,1.72e-05,11,0.239,-2.976,1,0.0383,119.984,4,0.534
0A6Mv0eH8U80PLwo2ra3Ne,k-pop,0.0707,0.656,228598,0.847,0,1,0.067,-3.079,0,0.0385,139.968,4,0.27
4vyhBysX5Yr9hq24nJNFVN,k-pop,0.133,0.636,205876,0.801,0,7,0.0876,-6.105,1,0.298,171.962,4,0.741
46s7cRKVMzew0rqaPgsZNV,k-pop,0.0989,0.694,226083,0.697,2.12e-06,11,0.297,-3.816,0,0.0953,100.001,4,0.647
2H7VKGvew4lHH75q5cGoLu,k-pop,0.000964,0.754,225880,0.93,0,1,0.126,-3.32,1,0.032,114.956,4,0.708
3xXXbe223sPmK2ZUgI5RvI,k-pop,0.541,0.704,195004,0.689,0,11,0.399,-7.884,0,0.0719,94.055,4,0.658
5v3gKiiPLuTOEUoGt5XGZ6,k-pop,0.25,0.693,207107,0.903,0,11,0.188,-3.45,1,0.0532,95.028,4,0.875
23JI3wa1bFaz3IfSKsxsrR,k-pop,0.528,0.611,225946,0.46,1.78e-06,1,0.0966,-6.226,1,0.029,117.913,4,0.12
6eqX1nvFkgyumsATfnq6bo,k-pop,0.045,0.66,178093,0.94,0,6,0.285,-1.017,1,0.162,146.061,4,0.676
5V5m1uts8SWveTW1GuEsKC,k-pop,0.265,0.568,240013,0.771,0,11,0.131,-5.2,0,0.0953,139.734,4,0.493
6vgzuEjervBymRmNHt9cVA,k-pop,0.000223,0.693,198067,0.824,0.0787,9,0.141,-4.895,1,0.0412,120.067,4,0.789
1Yq1xeEzEQEU08gcwSTa8F,k-pop,0.482,0.653,218160,0.617,0,1,0.112,-6.436,1,0.0515,129.799,4,0.473
2ZRcYSJo4zFkzpwEcVXmAq,k-pop,0.218,0.66,212802,0.958,0,4,0.444,-3.579,1,0.0394,130.008,4,0.366
58GYspqaicURtt6t3yLyJ3,k-pop,0.503,0.621,236760,0.499,0,11,0.146,-9.786,0,0.0518,85.927,4,0.839
2pe046LgQpVMXNzaeCZYAm,k-pop,0.365,0.649,218462,0.914,1.72e-06,2,0.102,-2.988,1,0.0629,118.924,4,0.672
6HnQzGWoTHyx71PLbaphGS,k-pop,0.131,0.848,213499,0.82,0,7,0.179,-3.984,1,0.0443,115.001,4,0.895
6Y0r5CU5diG7rsro48BIfi,k-pop,0.0587,0.731,237763,0.75,0,8,0.0964,-3.541,0,0.223,132.138,4,0.49
2TRvNIbjQEM9SizqMVWEBO,k-pop,0.104,0.511,238028,0.727,0,0,0.133,-5.638,1,0.0427,89.987,4,0.445
3FJZH1FLeMUcdUb2yhan2r,k-pop,0.0466,0.702,187347,0.928,0.0522,4,0.0861,-2.362,0,0.0356,135.923,4,0.739
4Wi0YmpQbbvvUKIMirxPJD,k-pop,0.211,0.758,254105,0.948,0.000354,5,0.0741,-4.698,0,0.0538,119.988,4,0.858
1ab5pNscDOixMLzkAhZvKK,k-pop,0.107,0.549,212587,0.941,0,5,0.349,-3.421,0,0.174,174.038,4,0.693
12aPV66IYIKd2b82x8jd2d,k-pop,0.166,0.798,204355,0.551,0.00164,9,0.0889,-10.539,1,0.104,114.944,4,0.51
03jfrQGtnxiljy0MOl77ja,k-pop,0.0231,0.56,204613,0.905,0,0,0.0957,-1.368,1,0.0928,188.122,4,0.642
372dGbHskur7u2bCpgMDy7,k-pop,0.358,0.691,210834,0.47,0,9,0.107,-6.669,0,0.0372,105.915,4,0.456
3oIO0SCrWsYXCPghridYHw,k-pop,0.756,0.689,188003,0.617,0,5,0.113,-7.092,1,0.0288,111.954,4,0.735
3xVF0ba2fFyIZO10qmr865,k-pop,0.0902,0.788,195224,0.83,0,0,0.229,-6.595,1,0.151,101.03,4,0.911
6rfbC3v5AY5lL2XidYHQx2,k-pop,0.461,0.601,222380,0.638,0,10,0.311,-6.939,1,0.0327,111.992,4,0.46
2GXYGLzycDMamHjRmiqGTL,k-pop,0.212,0.622,232829,0.803,0,10,0.138,-4.217,1,0.0514,129.944,4,0.361
78ud6fSTVRKO8HNUoNM2hh,k-pop,0.0401,0.678,208200,0.948,0,3,0.065,-1.818,0,0.0765,124.973,4,0.795
2Loow2cZ1B9mAA0Xhnc4UT,k-pop,0.0563,0.756,146094,0.938,0,4,0.32,-3.364,0,0.0446,129.979,4,0.87
1MBsPSRnDzuQKrNJqGCg3j,k-pop,0.507,0.627,253056,0.755,8.11e-05,1,0.504,-5.854,1,0.0442,100.044,4,0.577
6Cr8kUCmZew7K2VapAlGH8,k-pop,0.542,0.563,267677,0.891,0,0,0.395,-3.764,1,0.0455,109.988,4,0.612
1kJscwYUrrAtDXMe4cfUz3,k-pop,0.0697,0.61,209238,0.785,0,9,0.319,-4.391,1,0.026,129.022,4,0.559
1DGEF1U4LjZ4lZ9NaxWMfM,k-pop,0.00473,0.689,181891,0.918,0,9,0.196,-1.397,0,0.114,107.973,4,0.814
0rqlPTJq1aqCESfAhkuCVJ,k-pop,0.00302,0.719,237667,0.669,0.000103,7,0.235,-7.53,1,0.157,125.646,4,0.711
3XUyRYG6vgsvyGwyshdIzD,k-pop,0.433,0.774,208680,0.47,0,0,0.111,-8.883,1,0.0259,106.032,4,0.437
5G3Ce38cyBp3ktz079tycM,k-pop,0.527,0.601,242587,0.722,0,0,0.221,-3.744,1,0.0316,88.983,4,0.345
4oGgehQizZqO1z7gcuvdaO,k-pop,0.00575,0.543,163707,0.676,0,5,0.0855,-4.41,1,0.0308,121.885,4,0.587
2b70EcbezBGc2x9UrdfQ8C,k-pop,0.0206,0.675,234266,0.992,0,6,0.0953,-2.762,0,0.0597,128.009,4,0.807
6mZgfS268GZQC0Vl2d0ocD,k-pop,0.113,0.481,346507,0.708,0.000233,9,0.169,-4.788,1,0.0282,93.433,4,0.654
1iMaEB10QBI9vkP5saoqFl,k-pop,0.0296,0.659,194000,0.959,0,1,0.11,-3.865,1,0.0515,147.99,4,0.867
65H6t1WQBim6q93yM8fEwn,latin,0.422,0.816,254720,0.575,0,1,0.0623,-6.263,0,0.0389,133.676,4,0.752
7nDIflSHQXzaa8zupxwv3U,latin,0.649,0.653,259853,0.827,0,4,0.18,-3.206,0,0.042,95.223,4,0.741
3xrpI0GqWNMjMDOdXUOnK3,latin,0.642,0.546,197800,0.581,0,2,0.756,-5.94,1,0.0359,133.81,4,0.265
2VLcpwzuZVSZQUCQDQRM8n,latin,0.401,0.62,192308,0.591,0,1,0.138,-7.085,1,0.0304,148.06,4,0.573
